MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION*,,,,CO2 EMISSIONS 
YEAR,,# = high output engine,,(L),,,TYPE,CITY (L/100 km),HWY (L/100 km),COMB (L/100 km),COMB (mpg),(g/km)
2002,SUBARU,FORESTER AWD,SUV,2.5,4,M5,X,12.7,9.5,11.2,25,258
2002,SUBARU,IMPREZA AWD,SUBCOMPACT,2.0,4,A4,Z,13.7,9.8,12.0,24,276
2002,SUBARU,IMPREZA AWD,SUBCOMPACT,2.0,4,M5,Z,13.1,9.5,11.5,25,265
2002,SUBARU,IMPREZA AWD,SUBCOMPACT,2.5,4,A4,X,12.2,9.5,11.0,26,253
2002,SUBARU,IMPREZA AWD,SUBCOMPACT,2.5,4,M5,X,13.1,9.3,11.4,25,262
2002,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,A4,Z,13.7,9.8,12.0,24,276
2002,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,M5,Z,13.1,9.5,11.5,25,265
2002,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4,A4,X,12.2,9.5,11.0,26,253
2002,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4,M5,X,12.7,9.5,11.2,25,258
2002,SUBARU,LEGACY AWD,COMPACT,2.5,4,A4,X,12.2,9.5,11.0,26,253
2002,SUBARU,LEGACY AWD,COMPACT,2.5,4,M5,X,12.7,9.5,11.2,25,258
2002,SUBARU,LEGACY AWD,COMPACT,3.0,6,A4,Z,13.6,9.8,11.9,24,274
2002,SUBARU,LEGACY WAGON AWD,STATION WAGON - MID-SIZE,2.5,4,A4,X,12.2,9.6,11.1,25,255
2002,SUBARU,LEGACY WAGON AWD,STATION WAGON - MID-SIZE,2.5,4,M5,X,12.7,9.5,11.2,25,258
2002,SUBARU,LEGACY WAGON AWD,STATION WAGON - MID-SIZE,3.0,6,A4,Z,13.6,9.8,11.9,24,274
2002,SUZUKI,ESTEEM WAGON,STATION WAGON - SMALL,1.8,4,A4,X,10.3,7.5,9.1,31,209
2002,SUZUKI,ESTEEM WAGON,STATION WAGON - SMALL,1.8,4,M5,X,9.6,7.2,8.5,33,196
2002,SUZUKI,GRAND VITARA 4X4,SUV,2.5,6,A4,X,14.5,12.5,13.6,21,313
2002,SUZUKI,GRAND VITARA 4X4,SUV,2.5,6,M5,X,13.8,11.4,12.8,22,294
2002,SUZUKI,VITARA 2-DOOR 4X4,SUV,1.6,4,M5,X,10.5,9.0,9.9,29,228
2002,SUZUKI,VITARA 2-DOOR 4X4,SUV,2.0,4,A4,X,11.7,10.1,11.0,26,253
2002,SUZUKI,VITARA 2-DOOR 4X4,SUV,2.0,4,M5,X,11.8,10.2,11.1,25,255
2002,SUZUKI,VITARA 4-DOOR 4X4,SUV,2.0,4,A4,X,11.7,9.9,10.9,26,251
2002,SUZUKI,VITARA 4-DOOR 4X4,SUV,2.0,4,M5,X,11.8,10.1,11.0,26,253
2002,SUZUKI,XL-7 4X4,SUV,2.7,6,A4,X,15.4,12.8,14.2,20,327
2002,SUZUKI,XL-7 4X4,SUV,2.7,6,M5,X,15.2,12.5,14.0,20,322
2002,TOYOTA,4RUNNER 4X4,SUV,3.4,6,A4,X,16.1,13.4,14.9,19,343
2002,TOYOTA,AVALON,FULL-SIZE,3.0,6,A4,X,12.5,8.8,10.8,26,248
2002,TOYOTA,CAMRY,MID-SIZE,2.4,4,A4,X,11.5,8.2,10.0,28,230
2002,TOYOTA,CAMRY,MID-SIZE,2.4,4,M5,X,11.2,7.8,9.6,29,221
2002,TOYOTA,CAMRY,MID-SIZE,3.0,6,A4,X,13.1,9.1,11.3,25,260
2002,TOYOTA,CAMRY SOLARA,COMPACT,2.4,4,A4,X,11.5,8.2,10.0,28,230
2002,TOYOTA,CAMRY SOLARA,COMPACT,3.0,6,A4,X,13.4,9.5,11.6,24,267
2002,TOYOTA,CAMRY SOLARA,COMPACT,3.0,6,M5,X,12.8,9.0,11.1,25,255
2002,TOYOTA,CAMRY SOLARA CONVERTIBLE,SUBCOMPACT,3.0,6,A4,X,14.0,9.9,12.2,23,281
2002,TOYOTA,CELICA,SUBCOMPACT,1.8,4,A4,Z,11.6,8.7,10.3,27,237
2002,TOYOTA,CELICA,SUBCOMPACT,1.8,4,A4,X,9.5,7.2,8.4,34,193
2002,TOYOTA,CELICA,SUBCOMPACT,1.8,4,M5,X,9.6,7.8,8.8,32,202
2002,TOYOTA,CELICA,SUBCOMPACT,1.8,4,M6,Z,11.6,8.1,10.0,28,230
2002,TOYOTA,COROLLA,COMPACT,1.8,4,A4,X,8.9,6.5,7.8,36,179
2002,TOYOTA,COROLLA,COMPACT,1.8,4,M5,X,8.5,6.4,7.6,37,175
2002,TOYOTA,ECHO,COMPACT,1.5,4,A4,X,8.6,6.7,7.8,36,179
2002,TOYOTA,ECHO,COMPACT,1.5,4,M5,X,8.0,6.3,7.2,39,166
2002,TOYOTA,HIGHLANDER,SUV,2.4,4,A4,X,12.1,9.4,10.9,26,251
2002,TOYOTA,HIGHLANDER 4X4,SUV,3.0,6,A4,X,14.6,11.4,13.2,21,304
2002,TOYOTA,PRIUS,COMPACT,1.5,4,AV,X,5.5,5.7,5.6,50,129
2002,TOYOTA,RAV4 4X4,SUV,2.0,4,A4,X,11.9,9.6,10.9,26,251
2002,TOYOTA,RAV4 4X4,SUV,2.0,4,M5,X,12.0,9.5,10.9,26,251
2002,TOYOTA,SEQUOIA 4X4,SUV,4.7,8,A4,X,18.8,14.7,17.0,17,391
2002,TOYOTA,SIENNA,MINIVAN,3.0,6,A4,X,13.9,10.4,12.3,23,283
2002,TOYOTA,TACOMA,PICKUP TRUCK - STANDARD,2.4,4,M5,X,12.0,9.4,10.8,26,248
2002,TOYOTA,TACOMA,PICKUP TRUCK - STANDARD,2.7,4,A4,X,13.9,11.8,13.0,22,299
2002,TOYOTA,TACOMA,PICKUP TRUCK - STANDARD,3.4,6,A4,X,15.5,13.1,14.5,19,334
2002,TOYOTA,TACOMA 4X4,PICKUP TRUCK - STANDARD,2.7,4,M5,X,14.7,11.9,13.4,21,308
2002,TOYOTA,TACOMA 4X4,PICKUP TRUCK - STANDARD,3.4,6,A4,X,16.1,13.7,15.0,19,345
2002,TOYOTA,TACOMA 4X4,PICKUP TRUCK - STANDARD,3.4,6,M5,X,15.7,13.1,14.6,19,336
2002,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,3.4,6,A4,X,16.1,12.9,14.6,19,336
2002,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.7,8,A4,X,17.8,14.2,16.1,18,370
2002,TOYOTA,TUNDRA 4X4,PICKUP TRUCK - STANDARD,4.7,8,A4,X,18.5,14.9,16.9,17,389
2002,VOLKSWAGEN,CABRIO,SUBCOMPACT,2.0,4,A4,X,12.6,9.1,11.0,26,253
2002,VOLKSWAGEN,CABRIO,SUBCOMPACT,2.0,4,M5,X,11.2,8.5,10.0,28,230
2002,VOLKSWAGEN,EUROVAN,MINIVAN,2.8,6,A4,X,15.7,12.8,14.4,20,331
2002,VOLKSWAGEN,GOLF,COMPACT,2.0,4,A4,X,11.7,8.8,10.4,27,239
2002,VOLKSWAGEN,GOLF,COMPACT,2.0,4,M5,X,11.0,8.2,9.7,29,223
2002,VOLKSWAGEN,GOLF TDI DIESEL,COMPACT,1.9,4,A4,D,8.1,5.9,7.1,40,192
2002,VOLKSWAGEN,GOLF TDI DIESEL,COMPACT,1.9,4,M5,D,6.7,5.4,6.1,46,165
2002,VOLKSWAGEN,GTI,COMPACT,1.8,4,A5,Z,12.2,8.8,10.7,26,246
2002,VOLKSWAGEN,GTI,COMPACT,1.8,4,M5,Z,11.2,8.2,9.8,29,225
2002,VOLKSWAGEN,GTI,COMPACT,2.8,6,M5,X,13.2,9.0,11.3,25,260
2002,VOLKSWAGEN,JETTA,COMPACT,1.8,4,A5,Z,12.2,8.8,10.7,26,246
2002,VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,Z,11.3,8.2,9.9,29,228
2002,VOLKSWAGEN,JETTA,COMPACT,2.0,4,A4,X,11.7,8.8,10.4,27,239
2002,VOLKSWAGEN,JETTA,COMPACT,2.0,4,M5,X,11.0,8.2,9.7,29,223
2002,VOLKSWAGEN,JETTA,COMPACT,2.8,6,A4,X,13.9,9.9,12.1,23,278
2002,VOLKSWAGEN,JETTA,COMPACT,2.8,6,M5,X,13.6,9.1,11.6,24,267
2002,VOLKSWAGEN,JETTA TDI DIESEL,COMPACT,1.9,4,A4,D,8.1,5.9,7.1,40,192
2002,VOLKSWAGEN,JETTA TDI DIESEL,COMPACT,1.9,4,M5,D,6.7,5.4,6.1,46,165
2002,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,1.8,4,A4,Z,11.7,8.7,10.3,27,237
2002,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,1.8,4,M5,Z,11.0,8.6,9.9,29,228
2002,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,2.0,4,A4,X,11.7,8.8,10.4,27,239
2002,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,2.0,4,M5,X,11.0,8.2,9.7,29,223
2002,VOLKSWAGEN,NEW BEETLE TDI DIESEL,SUBCOMPACT,1.9,4,A4,D,8.1,5.9,7.1,40,192
2002,VOLKSWAGEN,NEW BEETLE TDI DIESEL,SUBCOMPACT,1.9,4,M5,D,6.7,5.4,6.1,46,165
2002,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,A5,Z,12.5,8.5,10.7,26,246
2002,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M5,Z,12.1,8.3,10.4,27,239
2002,VOLKSWAGEN,PASSAT,MID-SIZE,2.8,6,A5,Z,13.5,9.4,11.6,24,267
2002,VOLKSWAGEN,PASSAT,MID-SIZE,2.8,6,M5,Z,13.4,9.1,11.5,25,265
2002,VOLKSWAGEN,PASSAT 4MOTION,MID-SIZE,2.8,6,A5,Z,14.0,9.8,12.1,23,278
2002,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,1.8,4,A5,Z,12.5,8.5,10.7,26,246
2002,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,1.8,4,M5,Z,12.1,8.3,10.4,27,239
2002,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,2.8,6,A5,Z,13.7,9.5,11.8,24,271
2002,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,2.8,6,M5,Z,13.4,9.1,11.5,25,265
2002,VOLKSWAGEN,PASSAT WAGON 4MOTION,STATION WAGON - MID-SIZE,2.8,6,A5,Z,14.0,9.8,12.1,23,278
2002,VOLVO,C70 CONVERTIBLE TURBO,SUBCOMPACT,2.3,5,A5,Z,13.4,9.9,11.8,24,271
2002,VOLVO,C70 CONVERTIBLE TURBO,SUBCOMPACT,2.3,5,M5,Z,12.9,9.5,11.3,25,260
2002,VOLVO,C70 CONVERTIBLE TURBO,SUBCOMPACT,2.4,5,A5,Z,13.1,9.4,11.4,25,262
2002,VOLVO,C70 TURBO,COMPACT,2.3,5,A5,Z,12.9,9.0,11.1,25,255
2002,VOLVO,C70 TURBO,COMPACT,2.3,5,M5,Z,13.2,9.5,11.5,25,265
2002,VOLVO,S40 TURBO,COMPACT,1.9,4,A5,Z,12.3,8.7,10.7,26,246
2002,VOLVO,S60,COMPACT,2.4,5,A5,Z,12.7,9.1,11.1,25,255
2002,VOLVO,S60,COMPACT,2.4,5,M5,Z,12.5,9.3,11.0,26,253
2002,VOLVO,S60 2.4T TURBO,COMPACT,2.4,5,A5,Z,12.9,9.0,11.1,25,255
2002,VOLVO,S60 AWD TURBO,COMPACT,2.4,5,AS5,Z,13.6,9.8,11.9,24,274
2002,VOLVO,S60 T5 TURBO,COMPACT,2.3,5,AS5,Z,12.9,9.0,11.1,25,255
2002,VOLVO,S60 T5 TURBO,COMPACT,2.3,5,M5,Z,13.2,9.5,11.5,25,265
2002,VOLVO,S80/S80 EXECUTIVE 2.9,MID-SIZE,2.9,6,A4,Z,13.7,10.2,12.1,23,278
2002,VOLVO,S80/S80 EXECUTIVE T6 TURBO,MID-SIZE,2.9,6,AS4,Z,14.7,10.3,12.7,22,292
2002,VOLVO,V40 WAGON TURBO,STATION WAGON - SMALL,1.9,4,A5,Z,12.3,8.7,10.7,26,246
2002,VOLVO,V70 2.4T WAGON TURBO,STATION WAGON - MID-SIZE,2.4,5,A5,Z,13.1,9.4,11.4,25,262
2002,VOLVO,V70 AWD WAGON TURBO,STATION WAGON - MID-SIZE,2.4,5,AS5,Z,13.6,9.8,11.9,24,274
2002,VOLVO,V70 T5 WAGON TURBO,STATION WAGON - MID-SIZE,2.3,5,AS5,Z,13.4,9.9,11.8,24,271
2002,VOLVO,V70 T5 WAGON TURBO,STATION WAGON - MID-SIZE,2.3,5,M5,Z,12.9,9.5,11.3,25,260
2002,VOLVO,V70 WAGON,STATION WAGON - MID-SIZE,2.4,5,A5,Z,12.7,9.1,11.1,25,255
2002,VOLVO,V70 WAGON,STATION WAGON - MID-SIZE,2.4,5,M5,Z,12.5,9.3,11.0,26,253
2002,VOLVO,V70 XC AWD TURBO,SUV,2.4,5,AS5,Z,14.2,10.5,12.5,23,288
2003,ACURA,1.7EL,COMPACT,1.7,4,A4,X,9.5,7.2,8.4,34,193
2003,ACURA,1.7EL,COMPACT,1.7,4,M5,X,9.1,7.3,8.3,34,191
2003,ACURA,3.2CL,COMPACT,3.2,6,AS5,Z,13.5,8.8,11.4,25,262
2003,ACURA,3.2CL,COMPACT,3.2,6,M6,Z,13.8,9.1,11.7,24,269
2003,ACURA,3.2TL,MID-SIZE,3.2,6,AS5,Z,13.5,8.8,11.4,25,262
2003,ACURA,3.5RL,MID-SIZE,3.5,6,A4,Z,14.8,10.7,13.0,22,299
2003,ACURA,MDX,SUV,3.5,6,A5,Z,15.7,11.1,13.6,21,313
2003,ACURA,NSX,SUBCOMPACT,3.0,6,AS4,Z,15.3,10.9,13.3,21,306
2003,ACURA,NSX,SUBCOMPACT,3.2,6,M6,Z,15.6,10.7,13.4,21,308
2003,ACURA,RSX,SUBCOMPACT,2.0,4,AS5,X,11.0,7.8,9.5,30,219
2003,ACURA,RSX,SUBCOMPACT,2.0,4,M5,X,10.0,7.8,9.0,31,207
2003,ACURA,RSX,SUBCOMPACT,2.0,4,M6,Z,11.1,8.2,9.8,29,225
2003,AUDI,A4,COMPACT,1.8,4,AV,Z,11.6,8.7,10.3,27,237
2003,AUDI,A4,COMPACT,3.0,6,AV,Z,13.2,9.1,11.4,25,262
2003,AUDI,A4 AVANT QUATTRO,STATION WAGON - SMALL,1.8,4,AS5,Z,13.1,9.0,11.3,25,260
2003,AUDI,A4 AVANT QUATTRO,STATION WAGON - SMALL,1.8,4,M5,Z,12.8,8.9,11.0,26,253
2003,AUDI,A4 AVANT QUATTRO,STATION WAGON - SMALL,3.0,6,AS5,Z,14.4,9.9,12.4,23,285
2003,AUDI,A4 AVANT QUATTRO,STATION WAGON - SMALL,3.0,6,M6,Z,15.0,10.3,12.9,22,297
2003,AUDI,A4 AVANT WAGON,STATION WAGON - SMALL,1.8,4,AV,Z,11.6,8.7,10.3,27,237
2003,AUDI,A4 CABRIOLET,COMPACT,1.8,4,AV,Z,11.6,8.6,10.2,28,235
2003,AUDI,A4 CABRIOLET,COMPACT,3.0,6,AV,Z,13.0,9.6,11.5,25,265
2003,AUDI,A4 QUATTRO,COMPACT,1.8,4,AS5,Z,13.1,9.0,11.3,25,260
2003,AUDI,A4 QUATTRO,COMPACT,1.8,4,M5,Z,12.8,8.9,11.0,26,253
2003,AUDI,A4 QUATTRO,COMPACT,3.0,6,AS5,Z,14.4,9.9,12.4,23,285
2003,AUDI,A4 QUATTRO,COMPACT,3.0,6,M6,Z,15.0,10.3,12.9,22,297
2003,AUDI,A6,MID-SIZE,3.0,6,AV,Z,13.0,9.6,11.5,25,265
2003,AUDI,A6 AVANT QUATTRO,STATION WAGON - MID-SIZE,3.0,6,AS5,Z,14.4,9.9,12.4,23,285
2003,AUDI,A6 QUATTRO,MID-SIZE,2.7,6,AS5,Z,14.7,10.2,12.7,22,292
2003,AUDI,A6 QUATTRO,MID-SIZE,2.7,6,M6,Z,14.7,10.1,12.6,22,290
2003,AUDI,A6 QUATTRO,MID-SIZE,3.0,6,AS5,Z,14.4,9.9,12.4,23,285
2003,AUDI,A6 QUATTRO,MID-SIZE,4.2,8,AS5,Z,15.4,10.3,13.1,22,301
2003,AUDI,A8,MID-SIZE,4.2,8,AS5,Z,15.4,10.3,13.1,22,301
2003,AUDI,A8L,FULL-SIZE,4.2,8,AS5,Z,15.3,10.4,13.1,22,301
2003,AUDI,ALLROAD QUATTRO,SUV,2.7,6,AS5,Z,16.0,11.5,14.0,20,322
2003,AUDI,ALLROAD QUATTRO,SUV,2.7,6,M6,Z,16.5,11.1,14.1,20,324
2003,AUDI,S6 AVANT,STATION WAGON - MID-SIZE,4.2,8,AS5,Z,17.8,12.1,15.2,19,350
2003,AUDI,S8,MID-SIZE,4.2,8,AS5,Z,16.7,12.0,14.6,19,336
2003,AUDI,TT COUPE,MINICOMPACT,1.8,4,AS6,Z,12.9,8.8,11.0,26,253
2003,AUDI,TT COUPE QUATTRO,MINICOMPACT,1.8,4,M6,Z,13.3,9.0,11.4,25,262
2003,AUDI,TT ROADSTER,TWO-SEATER,1.8,4,AS6,Z,13.4,9.0,11.4,25,262
2003,AUDI,TT ROADSTER QUATTRO,TWO-SEATER,1.8,4,M6,Z,13.3,9.0,11.4,25,262
2003,BENTLEY,ARNAGE LWB TURBO,FULL-SIZE,6.7,8,A4,Z,25.2,17.3,21.6,13,497
2003,BENTLEY,ARNAGE TURBO,MID-SIZE,6.7,8,A4,Z,25.2,17.3,21.6,13,497
2003,BENTLEY,AZURE TURBO,SUBCOMPACT,6.7,8,A4,Z,22.8,15.9,19.7,14,453
2003,BENTLEY,CONTINENTAL R TURBO,COMPACT,6.7,8,A4,Z,23.3,16.1,20.1,14,462
2003,BENTLEY,CONTINENTAL T TURBO,SUBCOMPACT,6.7,8,A4,Z,23.3,16.1,20.1,14,462
2003,BMW,320i,COMPACT,2.2,6,A5,Z,13.1,8.8,11.2,25,258
2003,BMW,320i,COMPACT,2.2,6,M5,Z,12.8,8.6,10.9,26,251
2003,BMW,325Ci,SUBCOMPACT,2.5,6,A5,Z,13.1,9.1,11.3,25,260
2003,BMW,325Ci,SUBCOMPACT,2.5,6,M5,Z,13.1,8.8,11.2,25,258
2003,BMW,325Ci CONVERTIBLE,MINICOMPACT,2.5,6,A5,Z,13.7,9.8,12.0,24,276
2003,BMW,325Ci CONVERTIBLE,MINICOMPACT,2.5,6,M5,Z,14.2,9.7,12.2,23,281
2003,BMW,325i,SUBCOMPACT,2.5,6,A5,Z,13.1,9.1,11.3,25,260
2003,BMW,325i,COMPACT,2.5,6,M5,Z,13.1,8.8,11.2,25,258
2003,BMW,325i SPORT WAGON,STATION WAGON - SMALL,2.5,6,A5,Z,13.1,9.1,11.3,25,260
2003,BMW,325i SPORT WAGON,STATION WAGON - SMALL,2.5,6,M5,Z,13.1,8.8,11.2,25,258
2003,BMW,325xi,COMPACT,2.5,6,A5,Z,13.8,9.9,12.1,23,278
2003,BMW,325xi,COMPACT,2.5,6,M5,Z,13.6,9.5,11.8,24,271
2003,BMW,325xi SPORT WAGON,STATION WAGON - SMALL,2.5,6,A5,Z,13.8,9.9,12.1,23,278
2003,BMW,325xi SPORT WAGON,STATION WAGON - SMALL,2.5,6,M5,Z,13.9,9.7,12.0,24,276
2003,BMW,330Ci,SUBCOMPACT,3.0,6,A5,Z,13.1,9.1,11.3,25,260
2003,BMW,330Ci,SUBCOMPACT,3.0,6,M5,Z,12.8,8.7,10.9,26,251
2003,BMW,330Ci CONVERTIBLE,MINICOMPACT,3.0,6,A5,Z,14.2,9.6,12.1,23,278
2003,BMW,330Ci CONVERTIBLE,MINICOMPACT,3.0,6,M5,Z,13.4,9.1,11.5,25,265
2003,BMW,330i,COMPACT,3.0,6,A5,Z,13.1,9.1,11.3,25,260
2003,BMW,330i,COMPACT,3.0,6,M5,Z,12.8,8.7,10.9,26,251
2003,BMW,330xi,COMPACT,3.0,6,A5,Z,14.6,10.2,12.6,22,290
2003,BMW,330xi,COMPACT,3.0,6,M5,Z,13.4,9.4,11.6,24,267
2003,BMW,525i,COMPACT,2.5,6,A5,Z,13.1,9.1,11.3,25,260
2003,BMW,525i,COMPACT,2.5,6,M5,Z,13.1,8.8,11.2,25,258
2003,BMW,525i SPORT WAGON,STATION WAGON - SMALL,2.5,6,A5,Z,13.7,9.8,12.0,24,276
2003,BMW,525i SPORT WAGON,STATION WAGON - SMALL,2.5,6,M5,Z,14.2,9.7,12.2,23,281
2003,BMW,530i,COMPACT,3.0,6,A5,Z,14.2,9.6,12.1,23,278
2003,BMW,530i,COMPACT,3.0,6,M5,Z,12.8,8.7,10.9,26,251
2003,BMW,540i,COMPACT,4.4,8,A5,Z,14.7,10.4,12.8,22,294
2003,BMW,540i,COMPACT,4.4,8,M6,Z,16.4,10.7,13.8,20,317
2003,BMW,540i SPORT WAGON,STATION WAGON - SMALL,4.4,8,A5,Z,15.5,11.9,13.9,20,320
2003,BMW,745i,FULL-SIZE,4.4,8,A6,Z,14.7,9.8,12.5,23,288
2003,BMW,745Li,FULL-SIZE,4.4,8,A6,Z,14.7,9.8,12.5,23,288
2003,BMW,760Li,FULL-SIZE,6.0,12,A6,Z,17.9,11.3,14.9,19,343
2003,BMW,M3,SUBCOMPACT,3.2,6,AM6,Z,14.9,10.4,12.9,22,297
2003,BMW,M3,SUBCOMPACT,3.2,6,M6,Z,16.2,10.6,13.7,21,315
2003,BMW,M3 CONVERTIBLE,MINICOMPACT,3.2,6,AM6,Z,15.4,11.2,13.5,21,311
2003,BMW,M3 CONVERTIBLE,MINICOMPACT,3.2,6,M6,Z,16.7,11.1,14.2,20,327
2003,BMW,M5,COMPACT,4.9,8,M6,Z,19.5,12.5,16.3,17,375
2003,BMW,X5,SUV,3.0,6,A5,Z,16.4,12.7,14.7,19,338
2003,BMW,X5,SUV,3.0,6,M5,Z,17.3,12.5,15.1,19,347
2003,BMW,X5,SUV,4.4,8,A5,Z,18.2,13.9,16.3,17,375
2003,BMW,X5IS,SUV,4.4,8,A5,Z,19.8,14.5,17.4,16,400
2003,BMW,Z4 ROADSTER,TWO-SEATER,2.5,6,A5,Z,12.9,9.1,11.2,25,258
2003,BMW,Z4 ROADSTER,TWO-SEATER,2.5,6,M5,Z,13.2,9.3,11.4,25,262
2003,BMW,Z4 ROADSTER,TWO-SEATER,3.0,6,A5,Z,13.1,9.1,11.3,25,260
2003,BMW,Z4 ROADSTER,TWO-SEATER,3.0,6,M5,Z,12.9,8.8,11.0,26,253
2003,BMW,Z8,TWO-SEATER,4.9,8,M6,Z,19.5,12.5,16.3,17,375
2003,BUICK,CENTURY,MID-SIZE,3.1,6,A4,X,13.0,9.0,11.2,25,258
2003,BUICK,LESABRE,FULL-SIZE,3.8,6,A4,X,13.5,8.8,11.4,25,262
2003,BUICK,PARK AVENUE,FULL-SIZE,3.8,6,A4,X,13.5,8.8,11.4,25,262
2003,BUICK,PARK AVENUE #,FULL-SIZE,3.8,6,A4,Z,14.9,9.3,12.4,23,285
2003,BUICK,REGAL,MID-SIZE,3.8,6,A4,X,13.7,8.8,11.5,25,265
2003,BUICK,REGAL #,MID-SIZE,3.8,6,A4,Z,14.9,9.3,12.4,23,285
2003,BUICK,RENDEZVOUS,SUV,3.4,6,A4,X,13.8,9.8,12.0,24,276
2003,BUICK,RENDEZVOUS AWD,SUV,3.4,6,A4,X,14.7,10.5,12.8,22,294
2003,CADILLAC,CTS,MID-SIZE,3.2,6,A5,X,14.5,9.9,12.4,23,285
2003,CADILLAC,CTS,MID-SIZE,3.2,6,M5,X,14.2,9.7,12.2,23,281
2003,CADILLAC,DEVILLE,FULL-SIZE,4.6,8,A4,X,15.0,9.5,12.5,23,288
2003,CADILLAC,ESCALADE AWD,SUV,6.0,8,A4,X,21.1,15.4,18.5,15,426
2003,CADILLAC,ESCALADE ESV AWD,SUV,6.0,8,A4,X,20.8,15.1,18.3,15,421
2003,CADILLAC,ESCALADE EXT AWD,PICKUP TRUCK - STANDARD,6.0,8,A4,X,21.1,15.4,18.5,15,426
2003,CADILLAC,SEVILLE,MID-SIZE,4.6,8,A4,X,15.0,9.5,12.5,23,288
2003,CHEVROLET,ASTRO CARGO,VAN - CARGO,4.3,6,A4,X,17.4,12.3,15.1,19,347
2003,CHEVROLET,ASTRO CARGO AWD,VAN - CARGO,4.3,6,A4,X,17.3,13.1,15.5,18,357
2003,CHEVROLET,ASTRO PASSENGER,VAN - PASSENGER,4.3,6,A4,X,18.0,12.9,15.7,18,361
2003,CHEVROLET,ASTRO PASSENGER AWD,VAN - PASSENGER,4.3,6,A4,X,19.1,14.7,17.2,16,396
2003,CHEVROLET,BLAZER 4X4,SUV,4.3,6,A4,X,17.3,13.1,15.5,18,357
2003,CHEVROLET,BLAZER 4X4,SUV,4.3,6,M5,X,19.7,14.3,17.3,16,398
2003,CHEVROLET,C1500 AVALANCHE,PICKUP TRUCK - STANDARD,5.3,8,A4,X,19.7,15.4,17.8,16,409
2003,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A4,X,18.0,12.9,15.7,18,361
2003,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,M5,X,17.8,12.6,15.4,18,354
2003,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.8,8,A4,X,17.2,13.3,15.4,18,354
2003,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.8,8,M5,X,18.4,12.8,15.9,18,366
2003,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A4,X,17.3,13.4,15.6,18,359
2003,CHEVROLET,C1500 SUBURBAN,SUV,5.3,8,A4,X,18.7,14.1,16.6,17,382
2003,CHEVROLET,C1500 SUBURBAN FFV,SUV,5.3,8,A4,X,18.7,14.1,16.6,17,382
2003,CHEVROLET,C1500 SUBURBAN FFV,SUV,5.3,8,A4,E,24.9,18.8,22.1,13,354
2003,CHEVROLET,C1500 TAHOE,SUV,4.8,8,A4,X,18.3,13.8,16.3,17,375
2003,CHEVROLET,C1500 TAHOE,SUV,5.3,8,A4,X,18.7,14.1,16.6,17,382
2003,CHEVROLET,C1500 TAHOE FFV,SUV,5.3,8,A4,X,18.7,14.1,16.6,17,382
2003,CHEVROLET,C1500 TAHOE FFV,SUV,5.3,8,A4,E,24.9,18.8,22.1,13,354
2003,CHEVROLET,C2500 SILVERADO BI-FUEL,PICKUP TRUCK - STANDARD,6.0,8,A4,X,24.6,20.6,22.8,12,524
2003,CHEVROLET,CAVALIER,COMPACT,2.2,4,A4,X,11.4,8.2,10.0,28,230
2003,CHEVROLET,CAVALIER,COMPACT,2.2,4,M5,X,11.4,8.0,9.9,29,228
2003,CHEVROLET,CAVALIER BI-FUEL,COMPACT,2.2,4,A4,X,11.1,7.9,9.6,29,221
2003,CHEVROLET,CORVETTE,TWO-SEATER,5.7,8,A4,Z,14.8,10.5,12.9,22,297
2003,CHEVROLET,CORVETTE,TWO-SEATER,5.7,8,M6,Z,13.8,9.1,11.7,24,269
2003,CHEVROLET,EXPRESS CARGO BI-FUEL,VAN - CARGO,6.0,8,A4,X,23.6,14.9,19.7,14,453
2003,CHEVROLET,EXPRESS CARGO BI-FUEL,VAN - CARGO,6.0,8,A4,N,21.8,15.3,18.9,15,357
