,REF_DATE,GEO,Type of vehicle,UOM,SCALAR_FACTOR,VALUE
1300,2009,New Brunswick,"Vehicles weighing 15,000 kilograms or more",Number,units,4643
1301,2009,New Brunswick,Buses,Number,units,3086
1302,2009,New Brunswick,Motorcycles and mopeds,Number,units,19399
1303,2009,New Brunswick,Trailers,Number,units,93507
1304,2009,New Brunswick,"Off-road, construction, farm vehicles",Number,units,48125
1305,2009,Quebec,"Total, vehicle registrations",Number,units,7218242
1306,2009,Quebec,"Total, road motor vehicle registrations",Number,units,4908351
1307,2009,Quebec,"Vehicles weighing less than 4,500 kilograms",Number,units,4613923
1308,2009,Quebec,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,58508
1309,2009,Quebec,"Vehicles weighing 15,000 kilograms or more",Number,units,35871
1310,2009,Quebec,Buses,Number,units,17409
1311,2009,Quebec,Motorcycles and mopeds,Number,units,182638
1312,2009,Quebec,Trailers,Number,units,1611250
1313,2009,Quebec,"Off-road, construction, farm vehicles",Number,units,698640
1314,2009,Ontario,"Total, vehicle registrations",Number,units,10443981
1315,2009,Ontario,"Total, road motor vehicle registrations",Number,units,7670011
1316,2009,Ontario,"Vehicles weighing less than 4,500 kilograms",Number,units,7243898
1317,2009,Ontario,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,103361
1318,2009,Ontario,"Vehicles weighing 15,000 kilograms or more",Number,units,112796
1319,2009,Ontario,Buses,Number,units,28649
1320,2009,Ontario,Motorcycles and mopeds,Number,units,181305
1321,2009,Ontario,Trailers,Number,units,2163459
1322,2009,Ontario,"Off-road, construction, farm vehicles",Number,units,610510
1323,2009,Manitoba,"Total, vehicle registrations",Number,units,979172
1324,2009,Manitoba,"Total, road motor vehicle registrations",Number,units,716963
1325,2009,Manitoba,"Vehicles weighing less than 4,500 kilograms",Number,units,670511
1326,2009,Manitoba,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,12209
1327,2009,Manitoba,"Vehicles weighing 15,000 kilograms or more",Number,units,17328
1328,2009,Manitoba,Buses,Number,units,3939
1329,2009,Manitoba,Motorcycles and mopeds,Number,units,12974
1330,2009,Manitoba,Trailers,Number,units,140312
1331,2009,Manitoba,"Off-road, construction, farm vehicles",Number,units,121895
1332,2009,Saskatchewan,"Total, vehicle registrations",Number,units,984454
1333,2009,Saskatchewan,"Total, road motor vehicle registrations",Number,units,803238
1334,2009,Saskatchewan,"Vehicles weighing less than 4,500 kilograms",Number,units,719577
1335,2009,Saskatchewan,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,39965
1336,2009,Saskatchewan,"Vehicles weighing 15,000 kilograms or more",Number,units,31182
1337,2009,Saskatchewan,Buses,Number,units,3884
1338,2009,Saskatchewan,Motorcycles and mopeds,Number,units,8629
1339,2009,Saskatchewan,Trailers,Number,units,175327
1340,2009,Saskatchewan,"Off-road, construction, farm vehicles",Number,units,5888
1341,2009,Alberta,"Total, vehicle registrations",Number,units,4186834
1342,2009,Alberta,"Total, road motor vehicle registrations",Number,units,2945457
1343,2009,Alberta,"Vehicles weighing less than 4,500 kilograms",Number,units,2605008
1344,2009,Alberta,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,132750
1345,2009,Alberta,"Vehicles weighing 15,000 kilograms or more",Number,units,89718
1346,2009,Alberta,Buses,Number,units,15201
1347,2009,Alberta,Motorcycles and mopeds,Number,units,102778
1348,2009,Alberta,Trailers,Number,units,1064602
1349,2009,Alberta,"Off-road, construction, farm vehicles",Number,units,176774
1350,2009,British Columbia,"Total, vehicle registrations",Number,units,3178660
1351,2009,British Columbia,"Total, road motor vehicle registrations",Number,units,2774593
1352,2009,British Columbia,"Vehicles weighing less than 4,500 kilograms",Number,units,2561329
1353,2009,British Columbia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,130611
1354,2009,British Columbia,"Vehicles weighing 15,000 kilograms or more",Number,units,17416
1355,2009,British Columbia,Buses,Number,units,9557
1356,2009,British Columbia,Motorcycles and mopeds,Number,units,55679
1357,2009,British Columbia,Trailers,Number,units,369333
1358,2009,British Columbia,"Off-road, construction, farm vehicles",Number,units,34734
1359,2009,Yukon,"Total, vehicle registrations",Number,units,45011
1360,2009,Yukon,"Total, road motor vehicle registrations",Number,units,32108
1361,2009,Yukon,"Vehicles weighing less than 4,500 kilograms",Number,units,27244
1362,2009,Yukon,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,2194
1363,2009,Yukon,"Vehicles weighing 15,000 kilograms or more",Number,units,1466
1364,2009,Yukon,Buses,Number,units,341
1365,2009,Yukon,Motorcycles and mopeds,Number,units,862
1366,2009,Yukon,Trailers,Number,units,11796
1367,2009,Yukon,"Off-road, construction, farm vehicles",Number,units,1106
1368,2009,Northwest Territories,"Total, vehicle registrations",Number,units,30788
1369,2009,Northwest Territories,"Total, road motor vehicle registrations",Number,units,24538
1370,2009,Northwest Territories,"Vehicles weighing less than 4,500 kilograms",Number,units,21539
1371,2009,Northwest Territories,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,1010
1372,2009,Northwest Territories,"Vehicles weighing 15,000 kilograms or more",Number,units,1174
1373,2009,Northwest Territories,Buses,Number,units,142
1374,2009,Northwest Territories,Motorcycles and mopeds,Number,units,671
1375,2009,Northwest Territories,Trailers,Number,units,4669
1376,2009,Northwest Territories,"Off-road, construction, farm vehicles",Number,units,1581
1377,2009,Nunavut,"Total, vehicle registrations",Number,units,5922
1378,2009,Nunavut,"Total, road motor vehicle registrations",Number,units,4351
1379,2009,Nunavut,"Vehicles weighing less than 4,500 kilograms",Number,units,3752
1380,2009,Nunavut,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,293
1381,2009,Nunavut,"Vehicles weighing 15,000 kilograms or more",Number,units,231
1382,2009,Nunavut,Buses,Number,units,31
1383,2009,Nunavut,Motorcycles and mopeds,Number,units,42
1384,2009,Nunavut,Trailers,Number,units,104
1385,2009,Nunavut,"Off-road, construction, farm vehicles",Number,units,1467
1386,2010,Canada,"Total, vehicle registrations",Number,units,29697797
1387,2010,Canada,"Total, road motor vehicle registrations",Number,units,21847601
1388,2010,Canada,"Vehicles weighing less than 4,500 kilograms",Number,units,20267982
1389,2010,Canada,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,480780
1390,2010,Canada,"Vehicles weighing 15,000 kilograms or more",Number,units,396232
1391,2010,Canada,Buses,Number,units,86327
1392,2010,Canada,Motorcycles and mopeds,Number,units,616280
1393,2010,Canada,Trailers,Number,units,5953798
1394,2010,Canada,"Off-road, construction, farm vehicles",Number,units,1896398
1395,2010,Newfoundland and Labrador,"Total, vehicle registrations",Number,units,556154
1396,2010,Newfoundland and Labrador,"Total, road motor vehicle registrations",Number,units,334912
1397,2010,Newfoundland and Labrador,"Vehicles weighing less than 4,500 kilograms",Number,units,311393
1398,2010,Newfoundland and Labrador,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,5239
1399,2010,Newfoundland and Labrador,"Vehicles weighing 15,000 kilograms or more",Number,units,4485
1400,2010,Newfoundland and Labrador,Buses,Number,units,1291
1401,2010,Newfoundland and Labrador,Motorcycles and mopeds,Number,units,12504
1402,2010,Newfoundland and Labrador,Trailers,Number,units,46785
1403,2010,Newfoundland and Labrador,"Off-road, construction, farm vehicles",Number,units,174457
1404,2010,Prince Edward Island,"Total, vehicle registrations",Number,units,109547
1405,2010,Prince Edward Island,"Total, road motor vehicle registrations",Number,units,95002
1406,2010,Prince Edward Island,"Vehicles weighing less than 4,500 kilograms",Number,units,86618
1407,2010,Prince Edward Island,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,1807
1408,2010,Prince Edward Island,"Vehicles weighing 15,000 kilograms or more",Number,units,3177
1409,2010,Prince Edward Island,Buses,Number,units,130
1410,2010,Prince Edward Island,Motorcycles and mopeds,Number,units,3270
1411,2010,Prince Edward Island,Trailers,Number,units,12714
1412,2010,Prince Edward Island,"Off-road, construction, farm vehicles",Number,units,1831
1413,2010,Nova Scotia,"Total, vehicle registrations",Number,units,697900
1414,2010,Nova Scotia,"Total, road motor vehicle registrations",Number,units,591738
1415,2010,Nova Scotia,"Vehicles weighing less than 4,500 kilograms",Number,units,552572
1416,2010,Nova Scotia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,10151
1417,2010,Nova Scotia,"Vehicles weighing 15,000 kilograms or more",Number,units,9240
1418,2010,Nova Scotia,Buses,Number,units,1985
1419,2010,Nova Scotia,Motorcycles and mopeds,Number,units,17790
1420,2010,Nova Scotia,Trailers,Number,units,52031
1421,2010,Nova Scotia,"Off-road, construction, farm vehicles",Number,units,54131
1422,2010,New Brunswick,"Total, vehicle registrations",Number,units,678690
1423,2010,New Brunswick,"Total, road motor vehicle registrations",Number,units,544871
1424,2010,New Brunswick,"Vehicles weighing less than 4,500 kilograms",Number,units,501145
1425,2010,New Brunswick,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,7357
1426,2010,New Brunswick,"Vehicles weighing 15,000 kilograms or more",Number,units,12241
1427,2010,New Brunswick,Buses,Number,units,3042
1428,2010,New Brunswick,Motorcycles and mopeds,Number,units,21086
1429,2010,New Brunswick,Trailers,Number,units,87247
1430,2010,New Brunswick,"Off-road, construction, farm vehicles",Number,units,46572
1431,2010,Quebec,"Total, vehicle registrations",Number,units,7416014
1432,2010,Quebec,"Total, road motor vehicle registrations",Number,units,5025924
1433,2010,Quebec,"Vehicles weighing less than 4,500 kilograms",Number,units,4697001
1434,2010,Quebec,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,61066
1435,2010,Quebec,"Vehicles weighing 15,000 kilograms or more",Number,units,70132
1436,2010,Quebec,Buses,Number,units,17955
1437,2010,Quebec,Motorcycles and mopeds,Number,units,179770
1438,2010,Quebec,Trailers,Number,units,1675496
1439,2010,Quebec,"Off-road, construction, farm vehicles",Number,units,714594
1440,2010,Ontario,"Total, vehicle registrations",Number,units,10631381
1441,2010,Ontario,"Total, road motor vehicle registrations",Number,units,7768256
1442,2010,Ontario,"Vehicles weighing less than 4,500 kilograms",Number,units,7327772
1443,2010,Ontario,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,110420
1444,2010,Ontario,"Vehicles weighing 15,000 kilograms or more",Number,units,110595
1445,2010,Ontario,Buses,Number,units,28775
1446,2010,Ontario,Motorcycles and mopeds,Number,units,190694
1447,2010,Ontario,Trailers,Number,units,2235514
1448,2010,Ontario,"Off-road, construction, farm vehicles",Number,units,627611
1449,2010,Manitoba,"Total, vehicle registrations",Number,units,978811
1450,2010,Manitoba,"Total, road motor vehicle registrations",Number,units,763919
1451,2010,Manitoba,"Vehicles weighing less than 4,500 kilograms",Number,units,706901
1452,2010,Manitoba,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,15556
1453,2010,Manitoba,"Vehicles weighing 15,000 kilograms or more",Number,units,23797
1454,2010,Manitoba,Buses,Number,units,3976
1455,2010,Manitoba,Motorcycles and mopeds,Number,units,13689
1456,2010,Manitoba,Trailers,Number,units,150112
1457,2010,Manitoba,"Off-road, construction, farm vehicles",Number,units,64780
1458,2010,Saskatchewan,"Total, vehicle registrations",Number,units,1025907
1459,2010,Saskatchewan,"Total, road motor vehicle registrations",Number,units,831311
1460,2010,Saskatchewan,"Vehicles weighing less than 4,500 kilograms",Number,units,740394
1461,2010,Saskatchewan,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,42722
1462,2010,Saskatchewan,"Vehicles weighing 15,000 kilograms or more",Number,units,33274
1463,2010,Saskatchewan,Buses,Number,units,3772
1464,2010,Saskatchewan,Motorcycles and mopeds,Number,units,11149
1465,2010,Saskatchewan,Trailers,Number,units,186970
1466,2010,Saskatchewan,"Off-road, construction, farm vehicles",Number,units,7626
1467,2010,Alberta,"Total, vehicle registrations",Number,units,4282681
1468,2010,Alberta,"Total, road motor vehicle registrations",Number,units,2993137
1469,2010,Alberta,"Vehicles weighing less than 4,500 kilograms",Number,units,2646210
1470,2010,Alberta,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,135411
1471,2010,Alberta,"Vehicles weighing 15,000 kilograms or more",Number,units,89631
1472,2010,Alberta,Buses,Number,units,15213
1473,2010,Alberta,Motorcycles and mopeds,Number,units,106672
1474,2010,Alberta,Trailers,Number,units,1107947
1475,2010,Alberta,"Off-road, construction, farm vehicles",Number,units,181597
1476,2010,British Columbia,"Total, vehicle registrations",Number,units,3236166
1477,2010,British Columbia,"Total, road motor vehicle registrations",Number,units,2835358
1478,2010,British Columbia,"Vehicles weighing less than 4,500 kilograms",Number,units,2644087
1479,2010,British Columbia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,86961
1480,2010,British Columbia,"Vehicles weighing 15,000 kilograms or more",Number,units,36702
1481,2010,British Columbia,Buses,Number,units,9702
1482,2010,British Columbia,Motorcycles and mopeds,Number,units,57906
1483,2010,British Columbia,Trailers,Number,units,381383
1484,2010,British Columbia,"Off-road, construction, farm vehicles",Number,units,19425
1485,2010,Yukon,"Total, vehicle registrations",Number,units,47525
1486,2010,Yukon,"Total, road motor vehicle registrations",Number,units,33750
1487,2010,Yukon,"Vehicles weighing less than 4,500 kilograms",Number,units,28546
1488,2010,Yukon,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,2367
1489,2010,Yukon,"Vehicles weighing 15,000 kilograms or more",Number,units,1522
1490,2010,Yukon,Buses,Number,units,327
1491,2010,Yukon,Motorcycles and mopeds,Number,units,988
1492,2010,Yukon,Trailers,Number,units,12580
1493,2010,Yukon,"Off-road, construction, farm vehicles",Number,units,1195
1494,2010,Northwest Territories,"Total, vehicle registrations",Number,units,31320
1495,2010,Northwest Territories,"Total, road motor vehicle registrations",Number,units,24989
1496,2010,Northwest Territories,"Vehicles weighing less than 4,500 kilograms",Number,units,21499
1497,2010,Northwest Territories,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,1504
1498,2010,Northwest Territories,"Vehicles weighing 15,000 kilograms or more",Number,units,1139
1499,2010,Northwest Territories,Buses,Number,units,135
1500,2010,Northwest Territories,Motorcycles and mopeds,Number,units,712
1501,2010,Northwest Territories,Trailers,Number,units,4913
1502,2010,Northwest Territories,"Off-road, construction, farm vehicles",Number,units,1418
1503,2010,Nunavut,"Total, vehicle registrations",Number,units,5701
1504,2010,Nunavut,"Total, road motor vehicle registrations",Number,units,4434
1505,2010,Nunavut,"Vehicles weighing less than 4,500 kilograms",Number,units,3844
1506,2010,Nunavut,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,219
1507,2010,Nunavut,"Vehicles weighing 15,000 kilograms or more",Number,units,297
1508,2010,Nunavut,Buses,Number,units,24
1509,2010,Nunavut,Motorcycles and mopeds,Number,units,50
1510,2010,Nunavut,Trailers,Number,units,106
1511,2010,Nunavut,"Off-road, construction, farm vehicles",Number,units,1161
1512,2011,Canada,"Total, vehicle registrations",Number,units,30368112
1513,2011,Canada,"Total, road motor vehicle registrations",Number,units,22246916
1514,2011,Canada,"Vehicles weighing less than 4,500 kilograms",Number,units,20608101
1515,2011,Canada,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,505702
1516,2011,Canada,"Vehicles weighing 15,000 kilograms or more",Number,units,415422
1517,2011,Canada,Buses,Number,units,86594
1518,2011,Canada,Motorcycles and mopeds,Number,units,631097
1519,2011,Canada,Trailers,Number,units,6175560
1520,2011,Canada,"Off-road, construction, farm vehicles",Number,units,1945636
1521,2011,Newfoundland and Labrador,"Total, vehicle registrations",Number,units,591644
1522,2011,Newfoundland and Labrador,"Total, road motor vehicle registrations",Number,units,356294
1523,2011,Newfoundland and Labrador,"Vehicles weighing less than 4,500 kilograms",Number,units,330263
1524,2011,Newfoundland and Labrador,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,5740
1525,2011,Newfoundland and Labrador,"Vehicles weighing 15,000 kilograms or more",Number,units,4946
1526,2011,Newfoundland and Labrador,Buses,Number,units,1394
1527,2011,Newfoundland and Labrador,Motorcycles and mopeds,Number,units,13951
1528,2011,Newfoundland and Labrador,Trailers,Number,units,52605
1529,2011,Newfoundland and Labrador,"Off-road, construction, farm vehicles",Number,units,182745
1530,2011,Prince Edward Island,"Total, vehicle registrations",Number,units,111380
1531,2011,Prince Edward Island,"Total, road motor vehicle registrations",Number,units,96383
1532,2011,Prince Edward Island,"Vehicles weighing less than 4,500 kilograms",Number,units,87976
1533,2011,Prince Edward Island,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,1781
1534,2011,Prince Edward Island,"Vehicles weighing 15,000 kilograms or more",Number,units,3184
1535,2011,Prince Edward Island,Buses,Number,units,112
1536,2011,Prince Edward Island,Motorcycles and mopeds,Number,units,3330
1537,2011,Prince Edward Island,Trailers,Number,units,13170
1538,2011,Prince Edward Island,"Off-road, construction, farm vehicles",Number,units,1827
1539,2011,Nova Scotia,"Total, vehicle registrations",Number,units,711599
1540,2011,Nova Scotia,"Total, road motor vehicle registrations",Number,units,603198
1541,2011,Nova Scotia,"Vehicles weighing less than 4,500 kilograms",Number,units,562996
1542,2011,Nova Scotia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,10412
1543,2011,Nova Scotia,"Vehicles weighing 15,000 kilograms or more",Number,units,9464
1544,2011,Nova Scotia,Buses,Number,units,1999
1545,2011,Nova Scotia,Motorcycles and mopeds,Number,units,18327
1546,2011,Nova Scotia,Trailers,Number,units,53454
1547,2011,Nova Scotia,"Off-road, construction, farm vehicles",Number,units,54947
1548,2011,New Brunswick,"Total, vehicle registrations",Number,units,683465
1549,2011,New Brunswick,"Total, road motor vehicle registrations",Number,units,550901
1550,2011,New Brunswick,"Vehicles weighing less than 4,500 kilograms",Number,units,508423
1551,2011,New Brunswick,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,7513
1552,2011,New Brunswick,"Vehicles weighing 15,000 kilograms or more",Number,units,12275
1553,2011,New Brunswick,Buses,Number,units,3096
1554,2011,New Brunswick,Motorcycles and mopeds,Number,units,19594
1555,2011,New Brunswick,Trailers,Number,units,86349
1556,2011,New Brunswick,"Off-road, construction, farm vehicles",Number,units,46215
1557,2011,Quebec,"Total, vehicle registrations",Number,units,7603302
1558,2011,Quebec,"Total, road motor vehicle registrations",Number,units,5127622
1559,2011,Quebec,"Vehicles weighing less than 4,500 kilograms",Number,units,4787638
1560,2011,Quebec,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,64134
1561,2011,Quebec,"Vehicles weighing 15,000 kilograms or more",Number,units,75534
1562,2011,Quebec,Buses,Number,units,17832
1563,2011,Quebec,Motorcycles and mopeds,Number,units,182484
1564,2011,Quebec,Trailers,Number,units,1743052
1565,2011,Quebec,"Off-road, construction, farm vehicles",Number,units,732628
1566,2011,Ontario,"Total, vehicle registrations",Number,units,10835935
1567,2011,Ontario,"Total, road motor vehicle registrations",Number,units,7880415
1568,2011,Ontario,"Vehicles weighing less than 4,500 kilograms",Number,units,7424967
1569,2011,Ontario,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,113885
1570,2011,Ontario,"Vehicles weighing 15,000 kilograms or more",Number,units,114242
1571,2011,Ontario,Buses,Number,units,29079
1572,2011,Ontario,Motorcycles and mopeds,Number,units,198242
1573,2011,Ontario,Trailers,Number,units,2310642
1574,2011,Ontario,"Off-road, construction, farm vehicles",Number,units,644878
1575,2011,Manitoba,"Total, vehicle registrations",Number,units,1007689
1576,2011,Manitoba,"Total, road motor vehicle registrations",Number,units,780979
1577,2011,Manitoba,"Vehicles weighing less than 4,500 kilograms",Number,units,721021
1578,2011,Manitoba,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,16401
1579,2011,Manitoba,"Vehicles weighing 15,000 kilograms or more",Number,units,24881
1580,2011,Manitoba,Buses,Number,units,3964
1581,2011,Manitoba,Motorcycles and mopeds,Number,units,14712
1582,2011,Manitoba,Trailers,Number,units,158285
1583,2011,Manitoba,"Off-road, construction, farm vehicles",Number,units,68425
1584,2011,Saskatchewan,"Total, vehicle registrations",Number,units,1058629
1585,2011,Saskatchewan,"Total, road motor vehicle registrations",Number,units,854894
1586,2011,Saskatchewan,"Vehicles weighing less than 4,500 kilograms",Number,units,756623
1587,2011,Saskatchewan,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,45307
1588,2011,Saskatchewan,"Vehicles weighing 15,000 kilograms or more",Number,units,35431
1589,2011,Saskatchewan,Buses,Number,units,3767
1590,2011,Saskatchewan,Motorcycles and mopeds,Number,units,13766
1591,2011,Saskatchewan,Trailers,Number,units,196899
1592,2011,Saskatchewan,"Off-road, construction, farm vehicles",Number,units,6836
1593,2011,Alberta,"Total, vehicle registrations",Number,units,4402874
1594,2011,Alberta,"Total, road motor vehicle registrations",Number,units,3064320
1595,2011,Alberta,"Vehicles weighing less than 4,500 kilograms",Number,units,2702591
1596,2011,Alberta,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,144248
1597,2011,Alberta,"Vehicles weighing 15,000 kilograms or more",Number,units,95006
1598,2011,Alberta,Buses,Number,units,15191
1599,2011,Alberta,Motorcycles and mopeds,Number,units,107284
1600,2011,Alberta,Trailers,Number,units,1154605
1601,2011,Alberta,"Off-road, construction, farm vehicles",Number,units,183949
1602,2011,British Columbia,"Total, vehicle registrations",Number,units,3274874
1603,2011,British Columbia,"Total, road motor vehicle registrations",Number,units,2866961
1604,2011,British Columbia,"Vehicles weighing less than 4,500 kilograms",Number,units,2670522
1605,2011,British Columbia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,91838
1606,2011,British Columbia,"Vehicles weighing 15,000 kilograms or more",Number,units,37357
1607,2011,British Columbia,Buses,Number,units,9638
1608,2011,British Columbia,Motorcycles and mopeds,Number,units,57606
1609,2011,British Columbia,Trailers,Number,units,388501
1610,2011,British Columbia,"Off-road, construction, farm vehicles",Number,units,19412
1611,2011,Yukon,"Total, vehicle registrations",Number,units,49170
1612,2011,Yukon,"Total, road motor vehicle registrations",Number,units,35155
1613,2011,Yukon,"Vehicles weighing less than 4,500 kilograms",Number,units,29552
1614,2011,Yukon,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,2628
1615,2011,Yukon,"Vehicles weighing 15,000 kilograms or more",Number,units,1627
1616,2011,Yukon,Buses,Number,units,357
1617,2011,Yukon,Motorcycles and mopeds,Number,units,991
1618,2011,Yukon,Trailers,Number,units,12762
1619,2011,Yukon,"Off-road, construction, farm vehicles",Number,units,1253
1620,2011,Northwest Territories,"Total, vehicle registrations",Number,units,31760
1621,2011,Northwest Territories,"Total, road motor vehicle registrations",Number,units,25213
1622,2011,Northwest Territories,"Vehicles weighing less than 4,500 kilograms",Number,units,21580
1623,2011,Northwest Territories,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,1576
1624,2011,Northwest Territories,"Vehicles weighing 15,000 kilograms or more",Number,units,1174
1625,2011,Northwest Territories,Buses,Number,units,132
1626,2011,Northwest Territories,Motorcycles and mopeds,Number,units,751
1627,2011,Northwest Territories,Trailers,Number,units,5096
1628,2011,Northwest Territories,"Off-road, construction, farm vehicles",Number,units,1451
1629,2011,Nunavut,"Total, vehicle registrations",Number,units,5791
1630,2011,Nunavut,"Total, road motor vehicle registrations",Number,units,4581
1631,2011,Nunavut,"Vehicles weighing less than 4,500 kilograms",Number,units,3949
1632,2011,Nunavut,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,239
1633,2011,Nunavut,"Vehicles weighing 15,000 kilograms or more",Number,units,301
1634,2011,Nunavut,Buses,Number,units,33
1635,2011,Nunavut,Motorcycles and mopeds,Number,units,59
1636,2011,Nunavut,Trailers,Number,units,140
1637,2011,Nunavut,"Off-road, construction, farm vehicles",Number,units,1070
1638,2012,Canada,"Total, vehicle registrations",Number,units,30763183
1639,2012,Canada,"Total, road motor vehicle registrations",Number,units,22366270
1640,2012,Canada,"Vehicles weighing less than 4,500 kilograms",Number,units,20651993
1641,2012,Canada,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,533824
1642,2012,Canada,"Vehicles weighing 15,000 kilograms or more",Number,units,431614
1643,2012,Canada,Buses,Number,units,87387
1644,2012,Canada,Motorcycles and mopeds,Number,units,661452
1645,2012,Canada,Trailers,Number,units,6427278
1646,2012,Canada,"Off-road, construction, farm vehicles",Number,units,1969635
1647,2012,Newfoundland and Labrador,"Total, vehicle registrations",Number,units,608946
1648,2012,Newfoundland and Labrador,"Total, road motor vehicle registrations",Number,units,362191
1649,2012,Newfoundland and Labrador,"Vehicles weighing less than 4,500 kilograms",Number,units,335359
1650,2012,Newfoundland and Labrador,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,6044
1651,2012,Newfoundland and Labrador,"Vehicles weighing 15,000 kilograms or more",Number,units,5076
1652,2012,Newfoundland and Labrador,Buses,Number,units,1343
1653,2012,Newfoundland and Labrador,Motorcycles and mopeds,Number,units,14369
1654,2012,Newfoundland and Labrador,Trailers,Number,units,54978
1655,2012,Newfoundland and Labrador,"Off-road, construction, farm vehicles",Number,units,191777
1656,2012,Prince Edward Island,"Total, vehicle registrations",Number,units,113281
1657,2012,Prince Edward Island,"Total, road motor vehicle registrations",Number,units,97842
1658,2012,Prince Edward Island,"Vehicles weighing less than 4,500 kilograms",Number,units,89382
1659,2012,Prince Edward Island,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,1764
1660,2012,Prince Edward Island,"Vehicles weighing 15,000 kilograms or more",Number,units,3199
1661,2012,Prince Edward Island,Buses,Number,units,97
1662,2012,Prince Edward Island,Motorcycles and mopeds,Number,units,3400
1663,2012,Prince Edward Island,Trailers,Number,units,13600
1664,2012,Prince Edward Island,"Off-road, construction, farm vehicles",Number,units,1839
1665,2012,Nova Scotia,"Total, vehicle registrations",Number,units,713780
1666,2012,Nova Scotia,"Total, road motor vehicle registrations",Number,units,601124
1667,2012,Nova Scotia,"Vehicles weighing less than 4,500 kilograms",Number,units,559689
1668,2012,Nova Scotia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,10474
1669,2012,Nova Scotia,"Vehicles weighing 15,000 kilograms or more",Number,units,9404
1670,2012,Nova Scotia,Buses,Number,units,1991
1671,2012,Nova Scotia,Motorcycles and mopeds,Number,units,19566
1672,2012,Nova Scotia,Trailers,Number,units,57825
1673,2012,Nova Scotia,"Off-road, construction, farm vehicles",Number,units,54831
1674,2012,New Brunswick,"Total, vehicle registrations",Number,units,717181
1675,2012,New Brunswick,"Total, road motor vehicle registrations",Number,units,567629
1676,2012,New Brunswick,"Vehicles weighing less than 4,500 kilograms",Number,units,521925
1677,2012,New Brunswick,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,7866
1678,2012,New Brunswick,"Vehicles weighing 15,000 kilograms or more",Number,units,12242
1679,2012,New Brunswick,Buses,Number,units,3216
1680,2012,New Brunswick,Motorcycles and mopeds,Number,units,22380
1681,2012,New Brunswick,Trailers,Number,units,99623
1682,2012,New Brunswick,"Off-road, construction, farm vehicles",Number,units,49929
1683,2012,Quebec,"Total, vehicle registrations",Number,units,7472239
1684,2012,Quebec,"Total, road motor vehicle registrations",Number,units,4935151
1685,2012,Quebec,"Vehicles weighing less than 4,500 kilograms",Number,units,4579435
1686,2012,Quebec,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,68387
1687,2012,Quebec,"Vehicles weighing 15,000 kilograms or more",Number,units,79832
1688,2012,Quebec,Buses,Number,units,17793
1689,2012,Quebec,Motorcycles and mopeds,Number,units,189704
